Time,Queue 0 Product 0,Queue 0 Product 1,Queue 1 Product 0,Queue 1 Product 1,Queue 2 Product 0,Queue 2 Product 1,Queue 3 Product 0,Queue 3 Product 1,Demand Queue Product 0,Demand Queue Product 1,Machine 1 Current Product,Machine 3 Current Product
5463,58,50,0,0,0,0,2,0,69,50,0,0
5464,58,50,0,0,0,0,2,0,69,50,0,0
5465,58,50,0,0,0,0,2,0,69,50,0,0
5466,58,50,0,0,0,0,2,0,69,50,0,0
5467,58,50,0,0,0,0,2,0,69,50,0,0
5468,58,50,0,0,0,0,2,0,69,50,0,0
5469,58,50,0,0,0,0,2,0,69,50,0,0
5470,58,50,0,0,0,0,2,0,69,50,0,0
5471,58,50,0,0,0,0,2,0,69,50,0,0
5472,58,50,0,0,0,0,2,0,69,50,0,0
5473,58,50,0,0,0,0,2,0,69,50,0,0
5474,58,50,0,0,0,0,2,0,69,50,0,0
5475,58,50,0,0,0,0,2,0,69,50,0,0
5476,58,50,0,0,0,0,2,0,69,50,0,0
5477,58,50,0,0,0,0,2,0,69,50,0,0
5478,58,50,0,0,0,0,2,0,68,50,0,0
5478,58,50,0,0,0,0,1,0,68,50,0,0
5479,58,50,0,0,0,0,1,0,68,50,0,0
5480,58,50,0,0,0,0,1,0,68,50,0,0
5481,58,50,0,0,0,0,1,0,68,50,0,0
5482,58,50,0,0,0,0,1,0,68,50,0,0
5483,58,50,0,0,0,0,1,0,68,50,0,0
5484,58,50,0,0,0,0,1,0,68,50,0,0
5485,58,50,0,0,0,0,1,0,68,50,0,0
5486,58,50,0,0,0,0,1,0,68,50,0,0
5487,58,50,0,0,0,0,1,0,68,50,0,0
5488,58,50,0,0,0,0,1,0,68,50,0,0
5489,58,50,0,0,0,0,1,0,68,50,0,0
5490,58,50,0,0,0,0,1,0,68,50,0,0
5491,58,50,0,0,0,0,1,0,68,50,0,0
5492,58,50,0,0,0,0,1,0,68,50,0,0
5493,58,50,0,0,0,0,1,0,68,50,0,0
5494,58,50,0,0,0,0,1,0,68,50,0,0
5495,58,50,0,0,0,0,1,0,68,50,0,0
5496,58,50,0,0,0,0,1,0,68,50,0,0
5497,58,50,0,0,0,0,1,0,68,50,0,0
5498,58,50,0,0,0,0,1,0,68,50,0,0
5499,58,50,0,0,0,0,1,0,68,50,0,0
5500,58,50,0,0,0,0,1,0,68,50,0,0
5501,58,50,0,0,0,0,1,0,68,50,0,0
5502,58,50,0,0,0,0,1,0,68,50,0,0
5503,58,50,0,0,0,0,1,0,68,50,0,0
5504,58,50,0,0,0,0,1,0,68,50,0,0
5505,58,50,0,0,0,0,1,0,68,50,0,0
5506,58,50,0,0,0,0,1,0,68,50,0,0
5507,58,50,0,0,0,0,1,0,68,50,0,0
5508,58,50,0,0,0,0,1,0,67,50,0,0
5508,58,50,0,0,0,0,0,0,67,50,0,0
5509,58,50,0,0,0,0,0,0,67,50,0,0
5510,58,50,0,0,0,0,0,0,67,50,0,0
5511,58,50,0,0,0,0,0,0,67,50,0,0
5512,58,50,0,0,0,0,0,0,67,50,0,0
5513,58,50,0,0,0,0,0,0,67,50,0,0
5514,58,50,0,0,0,0,0,0,67,50,0,0
5515,58,50,0,0,0,0,0,0,67,50,0,0
5516,58,50,0,0,0,0,0,0,67,50,0,0
5517,58,50,0,0,0,0,0,0,67,50,0,0
5518,58,50,0,0,0,0,0,0,67,50,0,0
5519,58,50,0,0,0,0,0,0,67,50,0,0
5520,58,50,0,0,0,0,0,0,67,50,0,0
5521,58,50,0,0,0,0,0,0,67,50,0,0
5522,58,50,0,0,0,0,0,0,67,50,0,0
5523,54,50,3,0,0,0,0,0,67,50,0,0
5524,54,50,3,0,0,0,0,0,67,50,0,0
5525,54,50,3,0,0,0,0,0,67,50,0,0
5526,54,50,3,0,0,0,0,0,67,50,0,0
5527,54,50,3,0,0,0,0,0,67,50,0,0
5528,54,50,3,0,0,0,0,0,67,50,0,0
5529,54,50,3,0,0,0,0,0,67,50,0,0
5530,54,50,3,0,0,0,0,0,67,50,0,0
5531,54,50,3,0,0,0,0,0,67,50,0,0
5532,54,50,3,0,0,0,0,0,67,50,0,0
5533,54,50,3,0,0,0,0,0,67,50,0,0
5534,54,50,3,0,0,0,0,0,67,50,0,0
5535,54,50,3,0,0,0,0,0,67,50,0,0
5536,54,50,3,0,0,0,0,0,67,50,0,0
5537,54,50,3,0,0,0,0,0,67,50,0,0
5538,54,50,3,0,0,0,0,0,66,50,0,0
5538,54,50,3,0,0,0,0,0,66,50,0,0
5539,54,50,3,0,0,0,0,0,66,50,0,0
5540,54,50,3,0,0,0,0,0,66,50,0,0
5541,54,50,3,0,0,0,0,0,66,50,0,0
5542,54,50,3,0,0,0,0,0,66,50,0,0
5543,54,50,3,0,0,0,0,0,66,50,0,0
5544,54,50,3,0,0,0,0,0,66,50,0,0
5545,54,50,3,0,0,0,0,0,66,50,0,0
5546,54,50,3,0,0,0,0,0,66,50,0,0
5547,54,50,3,0,0,0,0,0,66,50,0,0
5548,54,50,3,0,0,0,0,0,66,50,0,0
5549,54,50,3,0,0,0,0,0,66,50,0,0
5550,54,50,3,0,0,0,0,0,66,50,0,0
5551,54,50,3,0,0,0,0,0,66,50,0,0
5552,54,50,3,0,0,0,0,0,66,50,0,0
5553,54,50,2,0,1,0,0,0,66,50,0,0
5554,54,50,2,0,1,0,0,0,66,50,0,0
5555,54,50,2,0,1,0,0,0,66,50,0,0
5556,54,50,2,0,1,0,0,0,66,50,0,0
5557,54,50,2,0,1,0,0,0,66,50,0,0
5558,54,50,2,0,1,0,0,0,66,50,0,0
5559,54,50,2,0,1,0,0,0,66,50,0,0
5560,54,50,2,0,1,0,0,0,66,50,0,0
5561,54,50,2,0,1,0,0,0,66,50,0,0
5562,54,50,2,0,1,0,0,0,66,50,0,0
5563,54,50,2,0,1,0,0,0,66,50,0,0
5564,54,50,2,0,1,0,0,0,66,50,0,0
5565,54,50,2,0,1,0,0,0,66,50,0,0
5566,54,50,2,0,1,0,0,0,66,50,0,0
5567,54,50,2,0,1,0,0,0,66,50,0,0
5568,54,50,2,0,1,0,0,0,66,50,0,0
5569,54,50,2,0,1,0,0,0,66,50,0,0
5570,54,50,2,0,1,0,0,0,66,50,0,0
5571,54,50,2,0,1,0,0,0,66,50,0,0
5572,54,50,2,0,1,0,0,0,66,50,0,0
5573,54,50,2,0,1,0,0,0,66,50,0,0
5574,54,50,2,0,1,0,0,0,66,50,0,0
5575,54,50,2,0,1,0,0,0,66,50,0,0
5576,54,50,2,0,1,0,0,0,66,50,0,0
5577,54,50,2,0,1,0,0,0,66,50,0,0
5578,54,50,2,0,1,0,0,0,66,50,0,0
5579,54,50,2,0,1,0,0,0,66,50,0,0
5580,54,50,2,0,1,0,0,0,66,50,0,0
5581,54,50,2,0,1,0,0,0,66,50,0,0
5582,54,50,2,0,1,0,0,0,66,50,0,0
5583,54,50,1,0,2,0,0,0,66,50,0,0
5584,54,50,1,0,2,0,0,0,66,50,0,0
5585,54,50,1,0,2,0,0,0,66,50,0,0
5586,54,50,1,0,2,0,0,0,66,50,0,0
5587,54,50,1,0,2,0,0,0,66,50,0,0
5588,54,50,1,0,2,0,0,0,66,50,0,0
5589,54,50,1,0,2,0,0,0,66,50,0,0
5590,54,50,1,0,2,0,0,0,66,50,0,0
5591,54,50,1,0,2,0,0,0,66,50,0,0
5592,54,50,1,0,2,0,0,0,66,50,0,0
5593,54,50,1,0,2,0,0,0,66,50,0,0
5594,54,50,1,0,2,0,0,0,66,50,0,0
5595,54,50,1,0,2,0,0,0,66,50,0,0
5596,54,50,1,0,2,0,0,0,66,50,0,0
5597,54,50,1,0,2,0,0,0,66,50,0,0
5598,54,50,1,0,2,0,0,0,66,50,0,0
5599,54,50,1,0,2,0,0,0,66,50,0,0
5600,54,50,1,0,2,0,0,0,66,50,0,0
5601,54,50,1,0,2,0,0,0,66,50,0,0
5602,54,50,1,0,2,0,0,0,66,50,0,0
5603,54,50,1,0,2,0,0,0,66,50,0,0
5604,54,50,1,0,2,0,0,0,66,50,0,0
5605,54,50,1,0,2,0,0,0,66,50,0,0
5606,54,50,1,0,2,0,0,0,66,50,0,0
5607,54,50,1,0,2,0,0,0,66,50,0,0
5608,54,50,1,0,2,0,0,0,66,50,0,0
5609,54,50,1,0,2,0,0,0,66,50,0,0
5610,54,50,1,0,2,0,0,0,66,50,0,0
5611,54,50,1,0,2,0,0,0,66,50,0,0
5612,54,50,1,0,2,0,0,0,66,50,0,0
5613,54,50,0,0,3,0,0,0,66,50,0,0
5614,54,50,0,0,3,0,0,0,66,50,0,0
5615,54,50,0,0,3,0,0,0,66,50,0,0
5616,54,50,0,0,3,0,0,0,66,50,0,0
5617,54,50,0,0,3,0,0,0,66,50,0,0
5618,54,50,0,0,3,0,0,0,66,50,0,0
5619,54,50,0,0,3,0,0,0,66,50,0,0
5620,54,50,0,0,3,0,0,0,66,50,0,0
5621,54,50,0,0,3,0,0,0,66,50,0,0
5622,54,50,0,0,3,0,0,0,66,50,0,0
5623,54,50,0,0,3,0,0,0,66,50,0,0
5624,54,50,0,0,3,0,0,0,66,50,0,0
5625,54,50,0,0,3,0,0,0,66,50,0,0
5626,54,50,0,0,3,0,0,0,66,50,0,0
5627,54,50,0,0,3,0,0,0,66,50,0,0
5628,54,50,0,0,3,0,0,0,66,50,0,0
5629,54,50,0,0,3,0,0,0,66,50,0,0
5630,54,50,0,0,3,0,0,0,66,50,0,0
5631,54,50,0,0,3,0,0,0,66,50,0,0
5632,54,50,0,0,3,0,0,0,66,50,0,0
5633,54,50,0,0,3,0,0,0,66,50,0,0
5634,54,50,0,0,3,0,0,0,66,50,0,0
5635,54,50,0,0,3,0,0,0,66,50,0,0
5636,54,50,0,0,3,0,0,0,66,50,0,0
5637,54,50,0,0,3,0,0,0,66,50,0,0
5638,54,50,0,0,3,0,0,0,66,50,0,0
5639,54,50,0,0,3,0,0,0,66,50,0,0
5640,54,50,0,0,3,0,0,0,66,50,0,0
5641,54,50,0,0,3,0,0,0,66,50,0,0
5642,54,50,0,0,3,0,0,0,66,50,0,0
5643,54,50,0,0,4,0,0,0,66,50,0,0
5644,54,50,0,0,4,0,0,0,66,50,0,0
5645,54,50,0,0,4,0,0,0,66,50,0,0
5646,54,50,0,0,4,0,0,0,66,50,0,0
5647,54,50,0,0,4,0,0,0,66,50,0,0
5648,54,50,0,0,4,0,0,0,66,50,0,0
5649,54,50,0,0,4,0,0,0,66,50,0,0
5650,54,50,0,0,4,0,0,0,66,50,0,0
5651,54,50,0,0,4,0,0,0,66,50,0,0
5652,54,50,0,0,4,0,0,0,66,50,0,0
5653,54,50,0,0,4,0,0,0,66,50,0,0
5654,54,50,0,0,4,0,0,0,66,50,0,0
5655,54,50,0,0,4,0,0,0,66,50,0,0
5656,54,50,0,0,4,0,0,0,66,50,0,0
5657,54,50,0,0,4,0,0,0,66,50,0,0
5658,54,50,0,0,0,0,3,0,66,50,0,0
5659,54,50,0,0,0,0,3,0,66,50,0,0
5660,54,50,0,0,0,0,3,0,66,50,0,0
5661,54,50,0,0,0,0,3,0,66,50,0,0
5662,54,50,0,0,0,0,3,0,66,50,0,0
5663,54,50,0,0,0,0,3,0,66,50,0,0
5664,54,50,0,0,0,0,3,0,66,50,0,0
5665,54,50,0,0,0,0,3,0,66,50,0,0
5666,54,50,0,0,0,0,3,0,66,50,0,0
5667,54,50,0,0,0,0,3,0,66,50,0,0
5668,54,50,0,0,0,0,3,0,66,50,0,0
5669,54,50,0,0,0,0,3,0,66,50,0,0
5670,54,50,0,0,0,0,3,0,66,50,0,0
5671,54,50,0,0,0,0,3,0,66,50,0,0
5672,54,50,0,0,0,0,3,0,66,50,0,0
5673,54,50,0,0,0,0,3,0,66,50,0,0
5674,54,50,0,0,0,0,3,0,66,50,0,0
5675,54,50,0,0,0,0,3,0,66,50,0,0
5676,54,50,0,0,0,0,3,0,66,50,0,0
5677,54,50,0,0,0,0,3,0,66,50,0,0
5678,54,50,0,0,0,0,3,0,66,50,0,0
5679,54,50,0,0,0,0,3,0,66,50,0,0
5680,54,50,0,0,0,0,3,0,66,50,0,0
5681,54,50,0,0,0,0,3,0,66,50,0,0
5682,54,50,0,0,0,0,3,0,66,50,0,0
5683,54,50,0,0,0,0,3,0,66,50,0,0
5684,54,50,0,0,0,0,3,0,66,50,0,0
5685,54,50,0,0,0,0,3,0,66,50,0,0
5686,54,50,0,0,0,0,3,0,66,50,0,0
5687,54,50,0,0,0,0,3,0,66,50,0,0
5688,54,50,0,0,0,0,3,0,65,50,0,0
5688,54,50,0,0,0,0,2,0,65,50,0,0
5689,54,50,0,0,0,0,2,0,65,50,0,0
5690,54,50,0,0,0,0,2,0,65,50,0,0
5691,54,50,0,0,0,0,2,0,65,50,0,0
5692,54,50,0,0,0,0,2,0,65,50,0,0
5693,54,50,0,0,0,0,2,0,65,50,0,0
5694,54,50,0,0,0,0,2,0,65,50,0,0
5695,54,50,0,0,0,0,2,0,65,50,0,0
5696,54,50,0,0,0,0,2,0,65,50,0,0
5697,54,50,0,0,0,0,2,0,65,50,0,0
5698,54,50,0,0,0,0,2,0,65,50,0,0
5699,54,50,0,0,0,0,2,0,65,50,0,0
5700,54,50,0,0,0,0,2,0,65,50,0,0
5701,54,50,0,0,0,0,2,0,65,50,0,0
5702,54,50,0,0,0,0,2,0,65,50,0,0
5703,54,50,0,0,0,0,2,0,65,50,0,0
5704,54,50,0,0,0,0,2,0,65,50,0,0
5705,54,50,0,0,0,0,2,0,65,50,0,0
5706,54,50,0,0,0,0,2,0,65,50,0,0
5707,54,50,0,0,0,0,2,0,65,50,0,0
5708,54,50,0,0,0,0,2,0,65,50,0,0
5709,54,50,0,0,0,0,2,0,65,50,0,0
5710,54,50,0,0,0,0,2,0,65,50,0,0
5711,54,50,0,0,0,0,2,0,65,50,0,0
5712,54,50,0,0,0,0,2,0,65,50,0,0
5713,54,50,0,0,0,0,2,0,65,50,0,0
5714,54,50,0,0,0,0,2,0,65,50,0,0
5715,54,50,0,0,0,0,2,0,65,50,0,0
5716,54,50,0,0,0,0,2,0,65,50,0,0
5717,54,50,0,0,0,0,2,0,65,50,0,0
5718,54,50,0,0,0,0,2,0,64,50,0,0
5718,54,50,0,0,0,0,1,0,64,50,0,0
5719,54,50,0,0,0,0,1,0,64,50,0,0
5720,54,50,0,0,0,0,1,0,64,50,0,0
5721,54,50,0,0,0,0,1,0,64,50,0,0
5722,54,50,0,0,0,0,1,0,64,50,0,0
5723,54,50,0,0,0,0,1,0,64,50,0,0
5724,54,50,0,0,0,0,1,0,64,50,0,0
5725,54,50,0,0,0,0,1,0,64,50,0,0
5726,54,50,0,0,0,0,1,0,64,50,0,0
5727,54,50,0,0,0,0,1,0,64,50,0,0
5728,54,50,0,0,0,0,1,0,64,50,0,0
5729,54,50,0,0,0,0,1,0,64,50,0,0
5730,54,50,0,0,0,0,1,0,64,50,0,0
5731,54,50,0,0,0,0,1,0,64,50,0,0
5732,54,50,0,0,0,0,1,0,64,50,0,0
5733,54,50,0,0,0,0,1,0,64,50,0,0
5734,54,50,0,0,0,0,1,0,64,50,0,0
5735,54,50,0,0,0,0,1,0,64,50,0,0
5736,54,50,0,0,0,0,1,0,64,50,0,0
5737,54,50,0,0,0,0,1,0,64,50,0,0
5738,54,50,0,0,0,0,1,0,64,50,0,0
5739,54,50,0,0,0,0,1,0,64,50,0,0
5740,54,50,0,0,0,0,1,0,64,50,0,0
5741,54,50,0,0,0,0,1,0,64,50,0,0
5742,54,50,0,0,0,0,1,0,64,50,0,0
5743,54,50,0,0,0,0,1,0,64,50,0,0
5744,54,50,0,0,0,0,1,0,64,50,0,0
5745,54,50,0,0,0,0,1,0,64,50,0,0
5746,54,50,0,0,0,0,1,0,64,50,0,0
5747,54,50,0,0,0,0,1,0,64,50,0,0
5748,54,50,0,0,0,0,1,0,63,50,0,0
5748,54,50,0,0,0,0,0,0,63,50,0,0
5749,54,50,0,0,0,0,0,0,63,50,0,0
5750,54,50,0,0,0,0,0,0,63,50,0,0
5751,54,50,0,0,0,0,0,0,63,50,0,0
5752,54,50,0,0,0,0,0,0,63,50,0,0
5753,54,50,0,0,0,0,0,0,63,50,0,0
5754,54,50,0,0,0,0,0,0,63,50,0,0
5755,54,50,0,0,0,0,0,0,63,50,0,0
5756,54,50,0,0,0,0,0,0,63,50,0,0
5757,54,50,0,0,0,0,0,0,63,50,0,0
5758,54,50,0,0,0,0,0,0,63,50,0,0
5759,54,50,0,0,0,0,0,0,63,50,0,0
5760,54,50,0,0,0,0,0,0,63,50,0,0
5761,54,50,0,0,0,0,0,0,63,50,0,0
5762,54,50,0,0,0,0,0,0,63,50,0,0
5763,50,50,3,0,0,0,0,0,63,50,0,0
5764,50,50,3,0,0,0,0,0,63,50,0,0
5765,50,50,3,0,0,0,0,0,63,50,0,0
5766,50,50,3,0,0,0,0,0,63,50,0,0
5767,50,50,3,0,0,0,0,0,63,50,0,0
5768,50,50,3,0,0,0,0,0,63,50,0,0
5769,50,50,3,0,0,0,0,0,63,50,0,0
5770,50,50,3,0,0,0,0,0,63,50,0,0
5771,50,50,3,0,0,0,0,0,63,50,0,0
5772,50,50,3,0,0,0,0,0,63,50,0,0
5773,50,50,3,0,0,0,0,0,63,50,0,0
5774,50,50,3,0,0,0,0,0,63,50,0,0
5775,50,50,3,0,0,0,0,0,63,50,0,0
5776,50,50,3,0,0,0,0,0,63,50,0,0
5777,50,50,3,0,0,0,0,0,63,50,0,0
5778,50,50,3,0,0,0,0,0,62,50,0,0
5778,50,50,3,0,0,0,0,0,62,50,0,0
5779,50,50,3,0,0,0,0,0,62,50,0,0
5780,50,50,3,0,0,0,0,0,62,50,0,0
5781,50,50,3,0,0,0,0,0,62,50,0,0
5782,50,50,3,0,0,0,0,0,62,50,0,0
5783,50,50,3,0,0,0,0,0,62,50,0,0
5784,50,50,3,0,0,0,0,0,62,50,0,0
5785,50,50,3,0,0,0,0,0,62,50,0,0
5786,50,50,3,0,0,0,0,0,62,50,0,0
5787,50,50,3,0,0,0,0,0,62,50,0,0
5788,50,50,3,0,0,0,0,0,62,50,0,0
5789,50,50,3,0,0,0,0,0,62,50,0,0
5790,50,50,3,0,0,0,0,0,62,50,0,0
5791,50,50,3,0,0,0,0,0,62,50,0,0
5792,50,50,3,0,0,0,0,0,62,50,0,0
5793,50,50,2,0,1,0,0,0,62,50,0,0
5794,50,50,2,0,1,0,0,0,62,50,0,0
5795,50,50,2,0,1,0,0,0,62,50,0,0
5796,50,50,2,0,1,0,0,0,62,50,0,0
5797,50,50,2,0,1,0,0,0,62,50,0,0
5798,50,50,2,0,1,0,0,0,62,50,0,0
5799,50,50,2,0,1,0,0,0,62,50,0,0
5800,50,50,2,0,1,0,0,0,62,50,0,0
5801,50,50,2,0,1,0,0,0,62,50,0,0
5802,50,50,2,0,1,0,0,0,62,50,0,0
5803,50,50,2,0,1,0,0,0,62,50,0,0
5804,50,50,2,0,1,0,0,0,62,50,0,0
5805,50,50,2,0,1,0,0,0,62,50,0,0
5806,50,50,2,0,1,0,0,0,62,50,0,0
5807,50,50,2,0,1,0,0,0,62,50,0,0
5808,50,50,2,0,1,0,0,0,62,50,0,0
5809,50,50,2,0,1,0,0,0,62,50,0,0
5810,50,50,2,0,1,0,0,0,62,50,0,0
5811,50,50,2,0,1,0,0,0,62,50,0,0
5812,50,50,2,0,1,0,0,0,62,50,0,0
5813,50,50,2,0,1,0,0,0,62,50,0,0
5814,50,50,2,0,1,0,0,0,62,50,0,0
5815,50,50,2,0,1,0,0,0,62,50,0,0
5816,50,50,2,0,1,0,0,0,62,50,0,0
5817,50,50,2,0,1,0,0,0,62,50,0,0
5818,50,50,2,0,1,0,0,0,62,50,0,0
5819,50,50,2,0,1,0,0,0,62,50,0,0
5820,50,50,2,0,1,0,0,0,62,50,0,0
5821,50,50,2,0,1,0,0,0,62,50,0,0
5822,50,50,2,0,1,0,0,0,62,50,0,0
5823,50,50,1,0,2,0,0,0,62,50,0,0
5824,50,50,1,0,2,0,0,0,62,50,0,0
5825,50,50,1,0,2,0,0,0,62,50,0,0
5826,50,50,1,0,2,0,0,0,62,50,0,0
5827,50,50,1,0,2,0,0,0,62,50,0,0
5828,50,50,1,0,2,0,0,0,62,50,0,0
5829,50,50,1,0,2,0,0,0,62,50,0,0
5830,50,50,1,0,2,0,0,0,62,50,0,0
5831,50,50,1,0,2,0,0,0,62,50,0,0
5832,50,50,1,0,2,0,0,0,62,50,0,0
5833,50,50,1,0,2,0,0,0,62,50,0,0
5834,50,50,1,0,2,0,0,0,62,50,0,0
5835,50,50,1,0,2,0,0,0,62,50,0,0
5836,50,50,1,0,2,0,0,0,62,50,0,0
5837,50,50,1,0,2,0,0,0,62,50,0,0
5838,50,50,1,0,2,0,0,0,62,50,0,0
5839,50,50,1,0,2,0,0,0,62,50,0,0
5840,50,50,1,0,2,0,0,0,62,50,0,0
5841,50,50,1,0,2,0,0,0,62,50,0,0
5842,50,50,1,0,2,0,0,0,62,50,0,0
5843,50,50,1,0,2,0,0,0,62,50,0,0
5844,50,50,1,0,2,0,0,0,62,50,0,0
5845,50,50,1,0,2,0,0,0,62,50,0,0
5846,50,50,1,0,2,0,0,0,62,50,0,0
5847,50,50,1,0,2,0,0,0,62,50,0,0
5848,50,50,1,0,2,0,0,0,62,50,0,0
5849,50,50,1,0,2,0,0,0,62,50,0,0
5850,50,50,1,0,2,0,0,0,62,50,0,0
5851,50,50,1,0,2,0,0,0,62,50,0,0
5852,50,50,1,0,2,0,0,0,62,50,0,0
5853,50,50,0,0,3,0,0,0,62,50,0,0
5854,50,50,0,0,3,0,0,0,62,50,0,0
5855,50,50,0,0,3,0,0,0,62,50,0,0
5856,50,50,0,0,3,0,0,0,62,50,0,0
5857,50,50,0,0,3,0,0,0,62,50,0,0
5858,50,50,0,0,3,0,0,0,62,50,0,0
5859,50,50,0,0,3,0,0,0,62,50,0,0
5860,50,50,0,0,3,0,0,0,62,50,0,0
5861,50,50,0,0,3,0,0,0,62,50,0,0
5862,50,50,0,0,3,0,0,0,62,50,0,0
5863,50,50,0,0,3,0,0,0,62,50,0,0
5864,50,50,0,0,3,0,0,0,62,50,0,0
5865,50,50,0,0,3,0,0,0,62,50,0,0
5866,50,50,0,0,3,0,0,0,62,50,0,0
5867,50,50,0,0,3,0,0,0,62,50,0,0
5868,50,50,0,0,3,0,0,0,62,50,0,0
5869,50,50,0,0,3,0,0,0,62,50,0,0
5870,50,50,0,0,3,0,0,0,62,50,0,0
5871,50,50,0,0,3,0,0,0,62,50,0,0
5872,50,50,0,0,3,0,0,0,62,50,0,0
5873,50,50,0,0,3,0,0,0,62,50,0,0
5874,50,50,0,0,3,0,0,0,62,50,0,0
5875,50,50,0,0,3,0,0,0,62,50,0,0
5876,50,50,0,0,3,0,0,0,62,50,0,0
5877,50,50,0,0,3,0,0,0,62,50,0,0
5878,50,50,0,0,3,0,0,0,62,50,0,0
5879,50,50,0,0,3,0,0,0,62,50,0,0
5880,50,50,0,0,3,0,0,0,62,50,0,0
5881,50,50,0,0,3,0,0,0,62,50,0,0
5882,50,50,0,0,3,0,0,0,62,50,0,0
5883,50,50,0,0,4,0,0,0,62,50,0,0
5884,50,50,0,0,4,0,0,0,62,50,0,0
5885,50,50,0,0,4,0,0,0,62,50,0,0
5886,50,50,0,0,4,0,0,0,62,50,0,0
5887,50,50,0,0,4,0,0,0,62,50,0,0
5888,50,50,0,0,4,0,0,0,62,50,0,0
5889,50,50,0,0,4,0,0,0,62,50,0,0
5890,50,50,0,0,4,0,0,0,62,50,0,0
5891,50,50,0,0,4,0,0,0,62,50,0,0
5892,50,50,0,0,4,0,0,0,62,50,0,0
5893,50,50,0,0,4,0,0,0,62,50,0,0
5894,50,50,0,0,4,0,0,0,62,50,0,0
5895,50,50,0,0,4,0,0,0,62,50,0,0
5896,50,50,0,0,4,0,0,0,62,50,0,0
5897,50,50,0,0,4,0,0,0,62,50,0,0
5898,50,50,0,0,0,0,3,0,62,50,0,0
5899,50,50,0,0,0,0,3,0,62,50,0,0
5900,50,50,0,0,0,0,3,0,62,50,0,0
5901,50,50,0,0,0,0,3,0,62,50,0,0
5902,50,50,0,0,0,0,3,0,62,50,0,0
5903,50,50,0,0,0,0,3,0,62,50,0,0
5904,50,50,0,0,0,0,3,0,62,50,0,0
5905,50,50,0,0,0,0,3,0,62,50,0,0
5906,50,50,0,0,0,0,3,0,62,50,0,0
5907,50,50,0,0,0,0,3,0,62,50,0,0
5908,50,50,0,0,0,0,3,0,62,50,0,0
5909,50,50,0,0,0,0,3,0,62,50,0,0
5910,50,50,0,0,0,0,3,0,62,50,0,0
5911,50,50,0,0,0,0,3,0,62,50,0,0
5912,50,50,0,0,0,0,3,0,62,50,0,0
5913,50,50,0,0,0,0,3,0,62,50,0,0
5914,50,50,0,0,0,0,3,0,62,50,0,0
5915,50,50,0,0,0,0,3,0,62,50,0,0
5916,50,50,0,0,0,0,3,0,62,50,0,0
5917,50,50,0,0,0,0,3,0,62,50,0,0
5918,50,50,0,0,0,0,3,0,62,50,0,0
5919,50,50,0,0,0,0,3,0,62,50,0,0
5920,50,50,0,0,0,0,3,0,62,50,0,0
5921,50,50,0,0,0,0,3,0,62,50,0,0
5922,50,50,0,0,0,0,3,0,62,50,0,0
5923,50,50,0,0,0,0,3,0,62,50,0,0
5924,50,50,0,0,0,0,3,0,62,50,0,0
5925,50,50,0,0,0,0,3,0,62,50,0,0
5926,50,50,0,0,0,0,3,0,62,50,0,0
5927,50,50,0,0,0,0,3,0,62,50,0,0
5928,50,50,0,0,0,0,3,0,61,50,0,0
5928,50,50,0,0,0,0,2,0,61,50,0,0
5929,50,50,0,0,0,0,2,0,61,50,0,0
5930,50,50,0,0,0,0,2,0,61,50,0,0
5931,50,50,0,0,0,0,2,0,61,50,0,0
5932,50,50,0,0,0,0,2,0,61,50,0,0
5933,50,50,0,0,0,0,2,0,61,50,0,0
5934,50,50,0,0,0,0,2,0,61,50,0,0
5935,50,50,0,0,0,0,2,0,61,50,0,0
5936,50,50,0,0,0,0,2,0,61,50,0,0
5937,50,50,0,0,0,0,2,0,61,50,0,0
5938,50,50,0,0,0,0,2,0,61,50,0,0
5939,50,50,0,0,0,0,2,0,61,50,0,0
5940,50,50,0,0,0,0,2,0,61,50,0,0
5941,50,50,0,0,0,0,2,0,61,50,0,0
5942,50,50,0,0,0,0,2,0,61,50,0,0
5943,50,50,0,0,0,0,2,0,61,50,0,0
5944,50,50,0,0,0,0,2,0,61,50,0,0
5945,50,50,0,0,0,0,2,0,61,50,0,0
5946,50,50,0,0,0,0,2,0,61,50,0,0
5947,50,50,0,0,0,0,2,0,61,50,0,0
5948,50,50,0,0,0,0,2,0,61,50,0,0
5949,50,50,0,0,0,0,2,0,61,50,0,0
5950,50,50,0,0,0,0,2,0,61,50,0,0
5951,50,50,0,0,0,0,2,0,61,50,0,0
5952,50,50,0,0,0,0,2,0,61,50,0,0
5953,50,50,0,0,0,0,2,0,61,50,0,0
5954,50,50,0,0,0,0,2,0,61,50,0,0
5955,50,50,0,0,0,0,2,0,61,50,0,0
5956,50,50,0,0,0,0,2,0,61,50,0,0
5957,50,50,0,0,0,0,2,0,61,50,0,0
5958,50,50,0,0,0,0,2,0,60,50,0,0
5958,50,50,0,0,0,0,1,0,60,50,0,0
5959,50,50,0,0,0,0,1,0,60,50,0,0
5960,50,50,0,0,0,0,1,0,60,50,0,0
5961,50,50,0,0,0,0,1,0,60,50,0,0
5962,50,50,0,0,0,0,1,0,60,50,0,0
5963,50,50,0,0,0,0,1,0,60,50,0,0
5964,50,50,0,0,0,0,1,0,60,50,0,0
5965,50,50,0,0,0,0,1,0,60,50,0,0
5966,50,50,0,0,0,0,1,0,60,50,0,0
