Time,Machine 0 Action,Machine 1 Action,Machine 2 Action,Machine 3 Action,Queue 0 Product 0,Queue 0 Product 1,Queue 1 Product 0,Queue 1 Product 1,Queue 2 Product 0,Queue 2 Product 1,Queue 3 Product 0,Queue 3 Product 1,Queue Fin Product 0,Queue Fin Product 1,Demand Queue Product 0,Demand Queue Product 1,Machine 0 Current Product,Machine 1 Current Product,Machine 2 Current Product,Machine 3 Current Product,Machine 0 timeremaining,Machine 1 timeremaining,Machine 2 timeremaining,Machine 3 timeremaining
295,,,,,24,40,4,0,4,0,4,0,0,0,36,40,0,0,0,0,0,0,0,0
296,Prod1,Prod0,Prod0,Prod0,24,36,3,0,0,0,3,0,0,0,36,40,1,0,0,0,20,2,16,2
297,,,,,24,36,3,0,0,0,3,0,0,0,36,40,1,0,0,0,19,1,15,1
298,,,,,24,36,3,0,1,0,3,0,0,0,35,40,1,0,0,0,18,0,14,0
299,,Prod0,,Prod0,24,36,2,0,1,0,2,0,0,0,35,40,1,0,0,0,17,2,13,2
300,,,,,24,36,2,0,1,0,2,0,0,0,35,40,1,0,0,0,16,1,12,1
301,,,,,24,36,2,0,2,0,2,0,0,0,34,40,1,0,0,0,15,0,11,0
302,,Prod0,,Prod0,24,36,1,0,2,0,1,0,0,0,34,40,1,0,0,0,14,2,10,2
303,,,,,24,36,1,0,2,0,1,0,0,0,34,40,1,0,0,0,13,1,9,1
304,,,,,24,36,1,0,3,0,1,0,0,0,33,40,1,0,0,0,12,0,8,0
305,,Prod0,,Prod0,24,36,0,0,3,0,0,0,0,0,33,40,1,0,0,0,11,2,7,2
306,,,,,24,36,0,0,3,0,0,0,0,0,33,40,1,0,0,0,10,1,6,1
307,,,,,24,36,0,0,4,0,0,0,0,0,32,40,1,0,0,0,9,0,5,0
308,,,,,24,36,0,0,4,0,0,0,0,0,32,40,1,0,0,0,8,0,4,0
309,,,,,24,36,0,0,4,0,0,0,0,0,32,40,1,0,0,0,7,0,3,0
310,,,,,24,36,0,0,4,0,0,0,0,0,32,40,1,0,0,0,6,0,2,0
311,,,,,24,36,0,0,4,0,0,0,0,0,32,40,1,0,0,0,5,0,1,0
312,,,,,24,36,0,0,4,0,4,0,0,0,32,40,1,0,0,0,4,0,0,0
313,,,Prod0,Prod0,24,36,0,0,0,0,3,0,0,0,32,40,1,0,0,0,3,0,16,2
314,,,,,24,36,0,0,0,0,3,0,0,0,32,40,1,0,0,0,2,0,15,1
315,,,,,24,36,0,0,0,0,3,0,0,0,31,40,1,0,0,0,1,0,14,0
316,,,,Prod0,24,36,0,4,0,0,2,0,0,0,31,40,1,0,0,0,0,0,13,2
317,Prod1,Prod1,,,24,32,0,3,0,0,2,0,0,0,31,40,1,1,0,0,20,3,12,1
318,,,,,24,32,0,3,0,0,2,0,0,0,30,40,1,1,0,0,19,2,11,0
319,,,,Prod0,24,32,0,3,0,0,1,0,0,0,30,40,1,1,0,0,18,1,10,2
320,,,,,24,32,0,3,0,1,1,0,0,0,30,40,1,1,0,0,17,0,9,1
321,,Prod1,,,24,32,0,2,0,1,1,0,0,0,29,40,1,1,0,0,16,2,8,0
322,,,,Prod0,24,32,0,2,0,1,0,0,0,0,29,40,1,1,0,0,15,1,7,2
323,,,,,24,32,0,2,0,2,0,0,0,0,29,40,1,1,0,0,14,0,6,1
324,,Prod1,,,24,32,0,1,0,2,0,0,0,0,28,40,1,1,0,0,13,2,5,0
325,,,,,24,32,0,1,0,2,0,0,0,0,28,40,1,1,0,0,12,1,4,0
326,,,,,24,32,0,1,0,3,0,0,0,0,28,40,1,1,0,0,11,0,3,0
327,,Prod1,,,24,32,0,0,0,3,0,0,0,0,28,40,1,1,0,0,10,2,2,0
328,,,,,24,32,0,0,0,3,0,0,0,0,28,40,1,1,0,0,9,1,1,0
329,,,,,24,32,0,0,0,4,4,0,0,0,28,40,1,1,0,0,8,0,0,0
330,,,Prod1,Prod0,24,32,0,0,0,0,3,0,0,0,28,40,1,1,1,0,7,0,20,2
331,,,,,24,32,0,0,0,0,3,0,0,0,28,40,1,1,1,0,6,0,19,1
332,,,,,24,32,0,0,0,0,3,0,0,0,27,40,1,1,1,0,5,0,18,0
333,,,,Prod0,24,32,0,0,0,0,2,0,0,0,27,40,1,1,1,0,4,0,17,2
334,,,,,24,32,0,0,0,0,2,0,0,0,27,40,1,1,1,0,3,0,16,1
335,,,,,24,32,0,0,0,0,2,0,0,0,26,40,1,1,1,0,2,0,15,0
336,,,,Prod0,24,32,0,0,0,0,1,0,0,0,26,40,1,1,1,0,1,0,14,2
337,,,,,24,32,0,4,0,0,1,0,0,0,26,40,1,1,1,0,0,0,13,1
338,Prod1,Prod1,,,24,28,0,3,0,0,1,0,0,0,25,40,1,1,1,0,20,2,12,0
339,,,,Prod0,24,28,0,3,0,0,0,0,0,0,25,40,1,1,1,0,19,1,11,2
340,,,,,24,28,0,3,0,1,0,0,0,0,25,40,1,1,1,0,18,0,10,1
341,,Prod1,,,24,28,0,2,0,1,0,0,0,0,24,40,1,1,1,0,17,2,9,0
342,,,,,24,28,0,2,0,1,0,0,0,0,24,40,1,1,1,0,16,1,8,0
343,,,,,24,28,0,2,0,2,0,0,0,0,24,40,1,1,1,0,15,0,7,0
344,,Prod1,,,24,28,0,1,0,2,0,0,0,0,24,40,1,1,1,0,14,2,6,0
345,,,,,24,28,0,1,0,2,0,0,0,0,24,40,1,1,1,0,13,1,5,0
346,,,,,24,28,0,1,0,3,0,0,0,0,24,40,1,1,1,0,12,0,4,0
347,,Prod1,,,24,28,0,0,0,3,0,0,0,0,24,40,1,1,1,0,11,2,3,0
348,,,,,24,28,0,0,0,3,0,0,0,0,24,40,1,1,1,0,10,1,2,0
349,,,,,24,28,0,0,0,4,0,0,0,0,24,40,1,1,1,0,9,0,1,0
350,,,,,24,28,0,0,0,4,0,4,0,0,24,40,1,1,1,0,8,0,0,0
351,,,Prod1,Prod1,24,28,0,0,0,0,0,3,0,0,24,40,1,1,1,1,7,0,20,3
352,,,,,24,28,0,0,0,0,0,3,0,0,24,40,1,1,1,1,6,0,19,2
353,,,,,24,28,0,0,0,0,0,3,0,0,24,40,1,1,1,1,5,0,18,1
354,,,,,24,28,0,0,0,0,0,3,0,0,24,39,1,1,1,1,4,0,17,0
355,,,,Prod1,24,28,0,0,0,0,0,2,0,0,24,39,1,1,1,1,3,0,16,2
356,,,,,24,28,0,0,0,0,0,2,0,0,24,39,1,1,1,1,2,0,15,1
357,,,,,24,28,0,0,0,0,0,2,0,0,24,38,1,1,1,1,1,0,14,0
358,,,,Prod1,24,28,0,4,0,0,0,1,0,0,24,38,1,1,1,1,0,0,13,2
359,Prod1,Prod1,,,24,24,0,3,0,0,0,1,0,0,24,38,1,1,1,1,20,2,12,1
360,,,,,24,24,0,3,0,0,0,1,0,0,24,37,1,1,1,1,19,1,11,0
361,,,,Prod1,24,24,0,3,0,1,0,0,0,0,24,37,1,1,1,1,18,0,10,2
362,,Prod1,,,24,24,0,2,0,1,0,0,0,0,24,37,1,1,1,1,17,2,9,1
363,,,,,24,24,0,2,0,1,0,0,0,0,24,36,1,1,1,1,16,1,8,0
364,,,,,24,24,0,2,0,2,0,0,0,0,24,36,1,1,1,1,15,0,7,0
365,,Prod1,,,24,24,0,1,0,2,0,0,0,0,24,36,1,1,1,1,14,2,6,0
366,,,,,24,24,0,1,0,2,0,0,0,0,24,36,1,1,1,1,13,1,5,0
367,,,,,24,24,0,1,0,3,0,0,0,0,24,36,1,1,1,1,12,0,4,0
368,,Prod1,,,24,24,0,0,0,3,0,0,0,0,24,36,1,1,1,1,11,2,3,0
369,,,,,24,24,0,0,0,3,0,0,0,0,24,36,1,1,1,1,10,1,2,0
370,,,,,24,24,0,0,0,4,0,0,0,0,24,36,1,1,1,1,9,0,1,0
371,,,,,24,24,0,0,0,4,0,4,0,0,24,36,1,1,1,1,8,0,0,0
372,,,Prod1,Prod1,24,24,0,0,0,0,0,3,0,0,24,36,1,1,1,1,7,0,20,2
373,,,,,24,24,0,0,0,0,0,3,0,0,24,36,1,1,1,1,6,0,19,1
374,,,,,24,24,0,0,0,0,0,3,0,0,24,35,1,1,1,1,5,0,18,0
375,,,,Prod1,24,24,0,0,0,0,0,2,0,0,24,35,1,1,1,1,4,0,17,2
376,,,,,24,24,0,0,0,0,0,2,0,0,24,35,1,1,1,1,3,0,16,1
377,,,,,24,24,0,0,0,0,0,2,0,0,24,34,1,1,1,1,2,0,15,0
378,,,,Prod1,24,24,0,0,0,0,0,1,0,0,24,34,1,1,1,1,1,0,14,2
379,,,,,24,24,0,4,0,0,0,1,0,0,24,34,1,1,1,1,0,0,13,1
380,Prod1,Prod1,,,24,20,0,3,0,0,0,1,0,0,24,33,1,1,1,1,20,2,12,0
381,,,,Prod1,24,20,0,3,0,0,0,0,0,0,24,33,1,1,1,1,19,1,11,2
382,,,,,24,20,0,3,0,1,0,0,0,0,24,33,1,1,1,1,18,0,10,1
383,,Prod1,,,24,20,0,2,0,1,0,0,0,0,24,32,1,1,1,1,17,2,9,0
384,,,,,24,20,0,2,0,1,0,0,0,0,24,32,1,1,1,1,16,1,8,0
385,,,,,24,20,0,2,0,2,0,0,0,0,24,32,1,1,1,1,15,0,7,0
386,,Prod1,,,24,20,0,1,0,2,0,0,0,0,24,32,1,1,1,1,14,2,6,0
387,,,,,24,20,0,1,0,2,0,0,0,0,24,32,1,1,1,1,13,1,5,0
388,,,,,24,20,0,1,0,3,0,0,0,0,24,32,1,1,1,1,12,0,4,0
389,,Prod1,,,24,20,0,0,0,3,0,0,0,0,24,32,1,1,1,1,11,2,3,0
390,,,,,24,20,0,0,0,3,0,0,0,0,24,32,1,1,1,1,10,1,2,0
391,,,,,24,20,0,0,0,4,0,0,0,0,24,32,1,1,1,1,9,0,1,0
392,,,,,24,20,0,0,0,4,0,4,0,0,24,32,1,1,1,1,8,0,0,0
393,,,Prod1,Prod1,24,20,0,0,0,0,0,3,0,0,24,32,1,1,1,1,7,0,20,2
394,,,,,24,20,0,0,0,0,0,3,0,0,24,32,1,1,1,1,6,0,19,1
395,,,,,24,20,0,0,0,0,0,3,0,0,24,31,1,1,1,1,5,0,18,0
396,,,,Prod1,24,20,0,0,0,0,0,2,0,0,24,31,1,1,1,1,4,0,17,2
397,,,,,24,20,0,0,0,0,0,2,0,0,24,31,1,1,1,1,3,0,16,1
398,,,,,24,20,0,0,0,0,0,2,0,0,24,30,1,1,1,1,2,0,15,0
399,,,,Prod1,24,20,0,0,0,0,0,1,0,0,24,30,1,1,1,1,1,0,14,2
400,,,,,24,20,0,4,0,0,0,1,0,0,24,30,1,1,1,1,0,0,13,1
401,Prod1,Prod1,,,24,16,0,3,0,0,0,1,0,0,24,29,1,1,1,1,20,2,12,0
402,,,,Prod1,24,16,0,3,0,0,0,0,0,0,24,29,1,1,1,1,19,1,11,2
403,,,,,24,16,0,3,0,1,0,0,0,0,24,29,1,1,1,1,18,0,10,1
404,,Prod1,,,24,16,0,2,0,1,0,0,0,0,24,28,1,1,1,1,17,2,9,0
405,,,,,24,16,0,2,0,1,0,0,0,0,24,28,1,1,1,1,16,1,8,0
406,,,,,24,16,0,2,0,2,0,0,0,0,24,28,1,1,1,1,15,0,7,0
407,,Prod1,,,24,16,0,1,0,2,0,0,0,0,24,28,1,1,1,1,14,2,6,0
408,,,,,24,16,0,1,0,2,0,0,0,0,24,28,1,1,1,1,13,1,5,0
409,,,,,24,16,0,1,0,3,0,0,0,0,24,28,1,1,1,1,12,0,4,0
410,,Prod1,,,24,16,0,0,0,3,0,0,0,0,24,28,1,1,1,1,11,2,3,0
411,,,,,24,16,0,0,0,3,0,0,0,0,24,28,1,1,1,1,10,1,2,0
412,,,,,24,16,0,0,0,4,0,0,0,0,24,28,1,1,1,1,9,0,1,0
413,,,,,24,16,0,0,0,4,0,4,0,0,24,28,1,1,1,1,8,0,0,0
414,,,Prod1,Prod1,24,16,0,0,0,0,0,3,0,0,24,28,1,1,1,1,7,0,20,2
415,,,,,24,16,0,0,0,0,0,3,0,0,24,28,1,1,1,1,6,0,19,1
416,,,,,24,16,0,0,0,0,0,3,0,0,24,27,1,1,1,1,5,0,18,0
417,,,,Prod1,24,16,0,0,0,0,0,2,0,0,24,27,1,1,1,1,4,0,17,2
418,,,,,24,16,0,0,0,0,0,2,0,0,24,27,1,1,1,1,3,0,16,1
419,,,,,24,16,0,0,0,0,0,2,0,0,24,26,1,1,1,1,2,0,15,0
420,,,,Prod1,24,16,0,0,0,0,0,1,0,0,24,26,1,1,1,1,1,0,14,2
421,,,,,24,16,0,4,0,0,0,1,0,0,24,26,1,1,1,1,0,0,13,1
422,Prod1,Prod1,,,24,12,0,3,0,0,0,1,0,0,24,25,1,1,1,1,20,2,12,0
423,,,,Prod1,24,12,0,3,0,0,0,0,0,0,24,25,1,1,1,1,19,1,11,2
424,,,,,24,12,0,3,0,1,0,0,0,0,24,25,1,1,1,1,18,0,10,1
425,,Prod1,,,24,12,0,2,0,1,0,0,0,0,24,24,1,1,1,1,17,2,9,0
426,,,,,24,12,0,2,0,1,0,0,0,0,24,24,1,1,1,1,16,1,8,0
427,,,,,24,12,0,2,0,2,0,0,0,0,24,24,1,1,1,1,15,0,7,0
428,,Prod1,,,24,12,0,1,0,2,0,0,0,0,24,24,1,1,1,1,14,2,6,0
429,,,,,24,12,0,1,0,2,0,0,0,0,24,24,1,1,1,1,13,1,5,0
430,,,,,24,12,0,1,0,3,0,0,0,0,24,24,1,1,1,1,12,0,4,0
431,,Prod1,,,24,12,0,0,0,3,0,0,0,0,24,24,1,1,1,1,11,2,3,0
432,,,,,24,12,0,0,0,3,0,0,0,0,24,24,1,1,1,1,10,1,2,0
433,,,,,24,12,0,0,0,4,0,0,0,0,24,24,1,1,1,1,9,0,1,0
434,,,,,24,12,0,0,0,4,0,4,0,0,24,24,1,1,1,1,8,0,0,0
435,,,Prod1,Prod1,24,12,0,0,0,0,0,3,0,0,24,24,1,1,1,1,7,0,20,2
436,,,,,24,12,0,0,0,0,0,3,0,0,24,24,1,1,1,1,6,0,19,1
437,,,,,24,12,0,0,0,0,0,3,0,0,24,23,1,1,1,1,5,0,18,0
438,,,,Prod1,24,12,0,0,0,0,0,2,0,0,24,23,1,1,1,1,4,0,17,2
439,,,,,24,12,0,0,0,0,0,2,0,0,24,23,1,1,1,1,3,0,16,1
440,,,,,24,12,0,0,0,0,0,2,0,0,24,22,1,1,1,1,2,0,15,0
441,,,,Prod1,24,12,0,0,0,0,0,1,0,0,24,22,1,1,1,1,1,0,14,2
442,,,,,24,12,0,4,0,0,0,1,0,0,24,22,1,1,1,1,0,0,13,1
443,Prod0,Prod1,,,20,12,0,3,0,0,0,1,0,0,24,21,0,1,1,1,16,2,12,0
444,,,,Prod1,20,12,0,3,0,0,0,0,0,0,24,21,0,1,1,1,15,1,11,2
445,,,,,20,12,0,3,0,1,0,0,0,0,24,21,0,1,1,1,14,0,10,1
446,,Prod1,,,20,12,0,2,0,1,0,0,0,0,24,20,0,1,1,1,13,2,9,0
447,,,,,20,12,0,2,0,1,0,0,0,0,24,20,0,1,1,1,12,1,8,0
448,,,,,20,12,0,2,0,2,0,0,0,0,24,20,0,1,1,1,11,0,7,0
449,,Prod1,,,20,12,0,1,0,2,0,0,0,0,24,20,0,1,1,1,10,2,6,0
450,,,,,20,12,0,1,0,2,0,0,0,0,24,20,0,1,1,1,9,1,5,0
451,,,,,20,12,0,1,0,3,0,0,0,0,24,20,0,1,1,1,8,0,4,0
452,,Prod1,,,20,12,0,0,0,3,0,0,0,0,24,20,0,1,1,1,7,2,3,0
453,,,,,20,12,0,0,0,3,0,0,0,0,24,20,0,1,1,1,6,1,2,0
454,,,,,20,12,0,0,0,4,0,0,0,0,24,20,0,1,1,1,5,0,1,0
455,,,,,20,12,0,0,0,4,0,4,0,0,24,20,0,1,1,1,4,0,0,0
456,,,Prod1,Prod1,20,12,0,0,0,0,0,3,0,0,24,20,0,1,1,1,3,0,20,2
457,,,,,20,12,0,0,0,0,0,3,0,0,24,20,0,1,1,1,2,0,19,1
458,,,,,20,12,0,0,0,0,0,3,0,0,24,19,0,1,1,1,1,0,18,0
459,,,,Prod1,20,12,4,0,0,0,0,2,0,0,24,19,0,1,1,1,0,0,17,2
460,Prod0,Prod0,,,16,12,3,0,0,0,0,2,0,0,24,19,0,0,1,1,16,3,16,1
461,,,,,16,12,3,0,0,0,0,2,0,0,24,18,0,0,1,1,15,2,15,0
462,,,,Prod1,16,12,3,0,0,0,0,1,0,0,24,18,0,0,1,1,14,1,14,2
463,,,,,16,12,3,0,1,0,0,1,0,0,24,18,0,0,1,1,13,0,13,1
464,,Prod0,,,16,12,2,0,1,0,0,1,0,0,24,17,0,0,1,1,12,2,12,0
465,,,,Prod1,16,12,2,0,1,0,0,0,0,0,24,17,0,0,1,1,11,1,11,2
466,,,,,16,12,2,0,2,0,0,0,0,0,24,17,0,0,1,1,10,0,10,1
467,,Prod0,,,16,12,1,0,2,0,0,0,0,0,24,16,0,0,1,1,9,2,9,0
468,,,,,16,12,1,0,2,0,0,0,0,0,24,16,0,0,1,1,8,1,8,0
469,,,,,16,12,1,0,3,0,0,0,0,0,24,16,0,0,1,1,7,0,7,0
470,,Prod0,,,16,12,0,0,3,0,0,0,0,0,24,16,0,0,1,1,6,2,6,0
471,,,,,16,12,0,0,3,0,0,0,0,0,24,16,0,0,1,1,5,1,5,0
472,,,,,16,12,0,0,4,0,0,0,0,0,24,16,0,0,1,1,4,0,4,0
473,,,,,16,12,0,0,4,0,0,0,0,0,24,16,0,0,1,1,3,0,3,0
474,,,,,16,12,0,0,4,0,0,0,0,0,24,16,0,0,1,1,2,0,2,0
475,,,,,16,12,0,0,4,0,0,0,0,0,24,16,0,0,1,1,1,0,1,0
476,,,,,16,12,4,0,4,0,0,4,0,0,24,16,0,0,1,1,0,0,0,0
477,Prod0,Prod0,Prod0,Prod1,12,12,3,0,0,0,0,3,0,0,24,16,0,0,0,1,16,2,16,2
478,,,,,12,12,3,0,0,0,0,3,0,0,24,16,0,0,0,1,15,1,15,1
479,,,,,12,12,3,0,1,0,0,3,0,0,24,15,0,0,0,1,14,0,14,0
480,,Prod0,,Prod1,12,12,2,0,1,0,0,2,0,0,24,15,0,0,0,1,13,2,13,2
481,,,,,12,12,2,0,1,0,0,2,0,0,24,15,0,0,0,1,12,1,12,1
482,,,,,12,12,2,0,2,0,0,2,0,0,24,14,0,0,0,1,11,0,11,0
483,,Prod0,,Prod1,12,12,1,0,2,0,0,1,0,0,24,14,0,0,0,1,10,2,10,2
484,,,,,12,12,1,0,2,0,0,1,0,0,24,14,0,0,0,1,9,1,9,1
485,,,,,12,12,1,0,3,0,0,1,0,0,24,13,0,0,0,1,8,0,8,0
486,,Prod0,,Prod1,12,12,0,0,3,0,0,0,0,0,24,13,0,0,0,1,7,2,7,2
487,,,,,12,12,0,0,3,0,0,0,0,0,24,13,0,0,0,1,6,1,6,1
488,,,,,12,12,0,0,4,0,0,0,0,0,24,12,0,0,0,1,5,0,5,0
489,,,,,12,12,0,0,4,0,0,0,0,0,24,12,0,0,0,1,4,0,4,0
490,,,,,12,12,0,0,4,0,0,0,0,0,24,12,0,0,0,1,3,0,3,0
491,,,,,12,12,0,0,4,0,0,0,0,0,24,12,0,0,0,1,2,0,2,0
492,,,,,12,12,0,0,4,0,0,0,0,0,24,12,0,0,0,1,1,0,1,0
493,,,,,12,12,4,0,4,0,4,0,0,0,24,12,0,0,0,1,0,0,0,0
494,Prod0,Prod0,Prod0,Prod0,8,12,3,0,0,0,3,0,0,0,24,12,0,0,0,0,16,2,16,3
495,,,,,8,12,3,0,0,0,3,0,0,0,24,12,0,0,0,0,15,1,15,2
496,,,,,8,12,3,0,1,0,3,0,0,0,24,12,0,0,0,0,14,0,14,1
497,,Prod0,,,8,12,2,0,1,0,3,0,0,0,23,12,0,0,0,0,13,2,13,0
498,,,,Prod0,8,12,2,0,1,0,2,0,0,0,23,12,0,0,0,0,12,1,12,2
499,,,,,8,12,2,0,2,0,2,0,0,0,23,12,0,0,0,0,11,0,11,1
